League,Year,Season,Type,blueTeamTag,blueResult,redResult,redTeamTag,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,blueBans,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,redBans
LCL,2016,Spring,Season,JST,0,1,VEG,Nautilus,Gragas,Leblanc,Lucian,Alistar,"Zilean, Jhin, Lulu",Trundle,Shen,Lux,Caitlyn,Braum,"Sivir, KogMaw, Kalista"
LCL,2016,Spring,Season,JST,1,0,VS,Fiora,Gragas,Ahri,Kalista,Thresh,"Zed, Poppy, Nautilus",Shen,Kindred,Corki,Sivir,Braum,"KogMaw, Leblanc, Gangplank"
LCL,2016,Spring,Season,JST,0,1,VEG,Fiora,Gragas,Ahri,Corki,Braum,"Zilean, Jhin, Lux",Trundle,Nidalee,Lulu,Lucian,Thresh,"Sivir, Kalista, KogMaw"
LCL,2016,Spring,Playoffs,HR,1,0,VEG,Poppy,Graves,Azir,Lucian,Alistar,"Morgana, Kindred, Lux",Trundle,Gragas,Lulu,Jhin,Braum,"Bard, Kalista, Nidalee"
LCL,2016,Spring,Playoffs,HR,1,0,VEG,Poppy,Gragas,Anivia,Lucian,Trundle,"Morgana, Kindred, Lux",Nautilus,Graves,Zilean,Sivir,Alistar,"Bard, Kalista, Nidalee"
LCL,2016,Spring,Playoffs,HR,1,0,VEG,Poppy,Nidalee,Gangplank,Corki,Braum,"Morgana, Kindred, Lux",Fiora,Elise,Lulu,Sivir,Trundle,"Bard, Kalista, Lucian"
LCL,2016,Spring,Playoffs,EMP,0,1,NV,Maokai,LeeSin,Lulu,Sivir,Thresh,"Gragas, Azir, Kalista",Trundle,Elise,Corki,Caitlyn,Braum,"Kindred, Nidalee, Graves"
LCL,2016,Spring,Playoffs,EMP,0,1,NV,Gnar,Graves,Lulu,Jhin,Morgana,"Azir, Corki, Ahri",Trundle,Gragas,Orianna,Lucian,Bard,"Kindred, Nidalee, Rammus"
LCL,2016,Spring,Playoffs,EMP,1,0,NV,Maokai,Gragas,Ahri,Sivir,Braum,"Corki, Trundle, Azir",Poppy,Elise,Leblanc,Kalista,Alistar,"Kindred, Nidalee, Rammus"
LCL,2016,Spring,Playoffs,NV,0,1,EMP,Gnar,Elise,Azir,Kalista,Alistar,"Kindred, Nidalee, Graves",Maokai,Zac,Ahri,Sivir,Braum,"Corki, Gragas, Trundle"
LCL,2016,Spring,Playoffs,EMP,1,0,NV,Maokai,Gragas,Leblanc,Tristana,Janna,"Corki, Trundle, Azir",Lulu,RekSai,Orianna,Sivir,Braum,"Kindred, Nidalee, Ahri"
LCL,2016,Spring,Playoffs,VEG,1,0,NV,Poppy,Graves,Zilean,Lucian,Bard,"Azir, Corki, Gragas",Maokai,LeeSin,Kayle,Jhin,Morgana,"Kindred, Nidalee, Trundle"
LCL,2016,Spring,Playoffs,NV,0,1,VEG,Fiora,Gragas,Orianna,Sivir,Braum,"Kindred, Zilean, Nidalee",Trundle,Poppy,Lulu,Lucian,Janna,"Azir, Corki, Morgana"
LCL,2016,Spring,Playoffs,HR,1,0,EMP,Maokai,Nidalee,Azir,Lucian,Bard,"Morgana, Ahri, Gragas",Ekko,Kindred,Kassadin,Sivir,Braum,"Corki, Trundle, Poppy"
LCL,2016,Spring,Playoffs,EMP,1,0,HR,Ekko,Graves,Kassadin,Sivir,Trundle,"Corki, Gragas, Poppy",Maokai,Kindred,Azir,Lucian,Braum,"Morgana, Nidalee, Ahri"
LCL,2016,Spring,Playoffs,HR,1,0,EMP,Maokai,Nidalee,Gangplank,Kalista,Bard,"Morgana, Ahri, Sivir",Ekko,Gragas,Azir,Lucian,Blitzcrank,"Corki, Poppy, Trundle"
LCL,2016,Spring,Playoffs,EMP,0,1,HR,Ekko,Gragas,Ahri,Lucian,Trundle,"Bard, Corki, Poppy",Maokai,Graves,Azir,Kalista,Alistar,"Morgana, Nidalee, Sivir"
LCL,2016,Summer,Season,ANX,1,0,EMP,Ekko,Elise,Varus,Lucian,Brand,"Leblanc, Kindred, Graves",Swain,RekSai,Azir,MissFortune,Trundle,"Nidalee, Ryze, Bard"
LCL,2016,Summer,Season,VS,1,0,NV,Maokai,Kindred,TwistedFate,Lucian,Karma,"Leblanc, Zed, Azir",Ekko,Elise,Kayle,Caitlyn,Braum,"Nidalee, Ryze, Viktor"
LCL,2016,Summer,Season,JST,0,1,GMB,Swain,Graves,Lissandra,Lucian,Braum,"Maokai, Azir, Kindred",Ekko,Malzahar,Viktor,MissFortune,Morgana,"Zyra, Leblanc, Nidalee"
LCL,2016,Summer,Season,VEG,1,0,ROX,Trundle,Elise,Ryze,Caitlyn,Morgana,"Azir, Braum, Viktor",Maokai,Graves,Swain,Sivir,Karma,"Kindred, Lucian, Nidalee"
LCL,2016,Summer,Season,JST,0,1,VS,Trundle,Elise,Viktor,Lucian,Braum,"Kindred, Ryze, Leblanc",Maokai,Graves,TwistedFate,Ezreal,Karma,"Zyra, Nidalee, Azir"
LCL,2016,Summer,Season,VEG,0,1,ANX,Ekko,RekSai,Viktor,Ezreal,Alistar,"Zed, Azir, Lucian",Maokai,Graves,Ziggs,Caitlyn,Bard,"Nidalee, Kindred, Ryze"
LCL,2016,Summer,Season,NV,0,1,ROX,Maokai,Graves,Karma,Ezreal,Bard,"Viktor, Kindred, Nidalee",Trundle,Gragas,Ryze,Sivir,Braum,"Zed, Azir, Lucian"
LCL,2016,Summer,Season,GMB,1,0,EMP,Trundle,Lulu,Viktor,MissFortune,Morgana,"Leblanc, Kindred, Azir",Maokai,Gragas,Zed,Lucian,Bard,"Nidalee, Malzahar, Ryze"
LCL,2016,Summer,Season,ROX,1,0,EMP,Gnar,Kindred,Azir,Ezreal,Braum,"Swain, Leblanc, Zed",Ekko,Graves,Viktor,Lucian,Trundle,"Ryze, Nidalee, Vladimir"
LCL,2016,Summer,Season,NV,1,0,GMB,Trundle,RekSai,Viktor,Ezreal,Morgana,"Nidalee, Ryze, Kindred",Vladimir,Graves,Swain,Lucian,Karma,"Ekko, Azir, Gnar"
LCL,2016,Summer,Season,VS,1,0,VEG,Maokai,RekSai,Viktor,Ezreal,Braum,"Alistar, Vladimir, Lucian",Trundle,Graves,Zilean,Caitlyn,Karma,"Ryze, Kindred, Nidalee"
LCL,2016,Summer,Season,ANX,1,0,JST,Trundle,Graves,Ryze,Ezreal,Bard,"Fizz, Viktor, Swain",Maokai,RekSai,Azir,Caitlyn,Karma,"Lucian, Kindred, Nidalee"
LCL,2016,Summer,Season,ROX,1,0,JST,Trundle,Nidalee,Leblanc,Ezreal,Bard,"Fizz, Viktor, Azir",Maokai,Elise,Varus,Lucian,Karma,"Braum, Kindred, Ryze"
LCL,2016,Summer,Season,NV,0,1,VEG,Ekko,Graves,Azir,Lucian,Braum,"Ryze, Nidalee, Kindred",Maokai,RekSai,Vladimir,Sivir,Karma,"Trundle, Viktor, Gnar"
LCL,2016,Summer,Season,GMB,0,1,ANX,Trundle,Nidalee,Lulu,MissFortune,Morgana,"Bard, Brand, Zyra",Swain,RekSai,Azir,Lucian,Braum,"Kindred, Ryze, Viktor"
LCL,2016,Summer,Season,VS,1,0,EMP,Ekko,Nidalee,TwistedFate,Ezreal,Braum,"Swain, Leblanc, Azir",Trundle,Kindred,Viktor,MissFortune,Morgana,"Ryze, Lucian, Maokai"
LCL,2016,Summer,Season,VEG,1,0,JST,Irelia,Kindred,Viktor,Ezreal,Bard,"Azir, Leblanc, TwistedFate",Maokai,RekSai,Lissandra,Sivir,Taric,"Vladimir, Trundle, Fizz"
LCL,2016,Summer,Season,EMP,0,1,NV,Gnar,Gragas,Vladimir,Ezreal,Brand,"Azir, Viktor, Fizz",Trundle,Elise,TwistedFate,Sivir,Nami,"Ryze, RekSai, Swain"
LCL,2016,Summer,Season,ANX,1,0,ROX,Fizz,RekSai,Viktor,Ezreal,Zyra,"Trundle, Vladimir, Sivir",Maokai,Elise,Anivia,Ashe,Bard,"Ryze, Kindred, Nidalee"
LCL,2016,Summer,Season,GMB,1,0,VS,Fizz,RekSai,Azir,Sivir,Bard,"TwistedFate, Ezreal, Maokai",Zac,Kindred,Ryze,Twitch,Braum,"Morgana, Vladimir, Viktor"
LCL,2016,Summer,Season,EMP,0,1,VEG,Fizz,Gragas,Vladimir,Caitlyn,Thresh,"Azir, Nidalee, Kindred",Irelia,Elise,Anivia,Ezreal,Bard,"Ryze, RekSai, Viktor"
LCL,2016,Summer,Season,JST,0,1,NV,Irelia,Gragas,Viktor,Ezreal,Nami,"Trundle, Vladimir, Elise",Fizz,RekSai,TwistedFate,Caitlyn,Karma,"Nidalee, Ryze, Azir"
LCL,2016,Summer,Season,VS,0,1,ANX,Maokai,Nidalee,Viktor,Sivir,Bard,"Azir, Ryze, RekSai",Fizz,Elise,Varus,Ezreal,Brand,"TwistedFate, Braum, Vladimir"
LCL,2016,Summer,Season,GMB,1,0,ROX,Ekko,Zac,Azir,Caitlyn,Karma,"RekSai, Maokai, Trundle",Irelia,Gragas,TwistedFate,Sivir,Braum,"Vladimir, Viktor, Fizz"
LCL,2016,Summer,Season,VEG,1,0,GMB,Shen,Hecarim,Vladimir,Ezreal,Bard,"Azir, Nidalee, MissFortune",Maokai,Khazix,Viktor,Sivir,Karma,"Elise, Kindred, RekSai"
LCL,2016,Summer,Season,NV,0,1,ANX,Shen,Hecarim,Viktor,Ezreal,Karma,"Bard, Trundle, Malzahar",Gnar,Gragas,Azir,Sivir,Brand,"TwistedFate, Vladimir, Ryze"
LCL,2016,Summer,Season,ROX,0,1,VS,Gnar,Hecarim,Viktor,Lucian,Karma,"TwistedFate, Maokai, Ezreal",Irelia,Nidalee,Ahri,Caitlyn,Braum,"Azir, Vladimir, Sivir"
LCL,2016,Summer,Season,ANX,1,0,VEG,Poppy,Elise,Anivia,Sivir,Brand,"Vladimir, Trundle, Viktor",Maokai,Kindred,Karma,Caitlyn,Bard,"Azir, RekSai, Ryze"
LCL,2016,Summer,Season,ROX,1,0,NV,Swain,Graves,Azir,Ezreal,Braum,"RekSai, Elise, Gragas",Maokai,Olaf,Viktor,Sivir,Karma,"Vladimir, Hecarim, Ryze"
LCL,2016,Summer,Season,GMB,1,0,JST,Maokai,Hecarim,Viktor,Kalista,Brand,"Braum, Karma, Azir",Trundle,Graves,Taliyah,Sivir,Zyra,"Vladimir, RekSai, Shen"
LCL,2016,Summer,Season,EMP,0,1,VS,Irelia,RekSai,Syndra,Tristana,Karma,"TwistedFate, Hecarim, Nidalee",Trundle,Gragas,Viktor,Ezreal,Bard,"Leblanc, Vladimir, Swain"
LCL,2016,Summer,Season,NV,1,0,VS,Irelia,Elise,Ryze,Caitlyn,Bard,"Nidalee, TwistedFate, Trundle",Swain,RekSai,Viktor,Sivir,Karma,"Azir, Vladimir, Gnar"
LCL,2016,Summer,Season,JST,0,1,ANX,Hecarim,RekSai,Leblanc,Ezreal,Karma,"Brand, Bard, Shen",Trundle,Gragas,Azir,Sivir,Zyra,"Viktor, Ryze, Vladimir"
LCL,2016,Summer,Season,ROX,0,1,VEG,Swain,RekSai,Vladimir,Sivir,Braum,"Bard, Nidalee, Ryze",Shen,Hecarim,Viktor,Lucian,Sona,"Azir, Gnar, Trundle"
LCL,2016,Summer,Season,EMP,0,1,GMB,Irelia,Elise,Leblanc,Tristana,Karma,"Sivir, Nidalee, Ryze",Trundle,Olaf,Azir,Caitlyn,Braum,"Vladimir, RekSai, Hecarim"
LCL,2016,Summer,Season,EMP,0,1,ROX,Maokai,Hecarim,Leblanc,Sivir,Karma,"Trundle, Azir, Nidalee",Gnar,Kindred,Ryze,Lucian,Nami,"Vladimir, Viktor, Swain"
LCL,2016,Summer,Season,VS,0,1,JST,Trundle,Gragas,Ryze,Lucian,Bard,"Leblanc, Viktor, Azir",Gnar,RekSai,Taliyah,Caitlyn,Nami,"Nidalee, TwistedFate, Vladimir"
LCL,2016,Summer,Season,VEG,0,1,NV,Shen,Hecarim,Viktor,Lucian,Bard,"Azir, TwistedFate, Caitlyn",Trundle,Gragas,Anivia,Sivir,Brand,"Vladimir, Ryze, Swain"
LCL,2016,Summer,Season,ANX,1,0,GMB,Trundle,Elise,Ryze,Sivir,Braum,"Hecarim, Viktor, Vladimir",Shen,LeeSin,Lulu,KogMaw,Karma,"Bard, Gragas, Azir"
LCL,2016,Summer,Season,GMB,0,1,NV,Shen,RekSai,Karma,Ezreal,Bard,"Trundle, Ryze, Caitlyn",Gnar,Gragas,Azir,Jhin,Braum,"Nidalee, Vladimir, Sivir"
LCL,2016,Summer,Season,EMP,0,1,ANX,Shen,Hecarim,Cassiopeia,Jhin,Karma,"Trundle, Sivir, Nidalee",Swain,RekSai,Azir,Ezreal,Brand,"Vladimir, Leblanc, Ryze"
LCL,2016,Summer,Season,JST,0,1,ROX,Vladimir,RekSai,Cassiopeia,Jhin,Nami,"Gnar, Nidalee, Swain",Irelia,Hecarim,Azir,Ashe,Thresh,"Taliyah, Viktor, Shen"
LCL,2016,Summer,Season,VEG,1,0,VS,Trundle,Gragas,Cassiopeia,Sivir,Brand,"TwistedFate, Bard, Nidalee",Shen,Hecarim,Viktor,Caitlyn,Karma,"Vladimir, Kindred, Ryze"
LCL,2016,Summer,Season,VS,0,1,ROX,Illaoi,Gragas,Azir,Ezreal,Bard,"Swain, Kindred, Hecarim",Gnar,RekSai,Viktor,Ashe,Braum,"Vladimir, TwistedFate, Nidalee"
LCL,2016,Summer,Season,GMB,0,1,VEG,Gnar,RekSai,Ryze,Lucian,Nami,"Viktor, Vladimir, Hecarim",Trundle,Gragas,Varus,Corki,Janna,"Nidalee, Bard, Braum"
LCL,2016,Summer,Season,EMP,1,0,JST,Shen,Olaf,Cassiopeia,Sivir,Karma,"Taliyah, Trundle, RekSai",Swain,Gragas,Azir,Jhin,Nami,"Vladimir, Leblanc, Hecarim"
LCL,2016,Summer,Season,ANX,0,1,NV,Trundle,Gragas,Varus,Lucian,Brand,"TwistedFate, Irelia, Hecarim",Gnar,Elise,Azir,Caitlyn,Bard,"Nidalee, Ryze, Sivir"
LCL,2016,Summer,Season,VS,1,0,GMB,Swain,RekSai,Varus,Ashe,TahmKench,"Cassiopeia, Viktor, Azir",Irelia,Nidalee,Velkoz,Jhin,Thresh,"Vladimir, Braum, Trundle"
LCL,2016,Summer,Season,NV,1,0,EMP,Irelia,Gragas,Ryze,Ezreal,Brand,"Kennen, Cassiopeia, Shen",Maokai,Hecarim,Viktor,Sivir,Karma,"Trundle, Azir, Bard"
LCL,2016,Summer,Season,ROX,0,1,ANX,Lissandra,RekSai,Azir,Lucian,Nami,"Shen, TahmKench, Viktor",Trundle,Gragas,Xerath,Sivir,Bard,"Vladimir, Braum, Gnar"
LCL,2016,Summer,Season,JST,0,1,VEG,Shen,Gragas,Leblanc,Caitlyn,Bard,"Nidalee, Trundle, Swain",Irelia,Elise,Cassiopeia,Lucian,Thresh,"Taliyah, RekSai, Azir"
LCL,2016,Summer,Season,VEG,1,0,EMP,Irelia,Elise,Cassiopeia,Sivir,Nami,"Taliyah, Hecarim, Azir",Shen,RekSai,Vladimir,Jhin,Zyra,"Trundle, Bard, Ryze"
LCL,2016,Summer,Season,ROX,1,0,GMB,Lissandra,Hecarim,Vladimir,Lucian,Bard,"Viktor, Shen, Azir",Trundle,Gragas,Cassiopeia,Caitlyn,Karma,"Braum, Ashe, Gnar"
LCL,2016,Summer,Season,NV,0,1,JST,Trundle,Gragas,Cassiopeia,Caitlyn,Braum,"Taliyah, Shen, Bard",Vladimir,RekSai,Syndra,Sivir,Nami,"Gnar, Ryze, Irelia"
LCL,2016,Summer,Season,ANX,1,0,VS,Trundle,Elise,Leblanc,Sivir,Bard,"Viktor, Vladimir, Swain",Gnar,Nidalee,Varus,Ashe,Brand,"Azir, Ryze, Gragas"
LCL,2016,Summer,Playoffs,NV,0,1,VEG,Gnar,Elise,Gangplank,Sivir,Karma,"Nidalee, Shen, Vladimir",Fiora,RekSai,Viktor,Ashe,TahmKench,"Taliyah, Gragas, Ryze"
LCL,2016,Summer,Playoffs,NV,0,1,VEG,Gangplank,Elise,Zed,Ashe,Bard,"Nidalee, Shen, Vladimir",Gnar,RekSai,Viktor,Sivir,TahmKench,"Taliyah, Gragas, Ryze"
LCL,2016,Summer,Playoffs,NV,1,0,VEG,Gangplank,JarvanIV,Leblanc,Jhin,Bard,"Shen, Nidalee, TahmKench",Irelia,RekSai,Vladimir,Sivir,Taric,"Taliyah, Gragas, Ryze"
LCL,2016,Summer,Playoffs,NV,1,0,VEG,Irelia,Elise,Viktor,Sivir,Bard,"Shen, Nidalee, TahmKench",Gnar,RekSai,Cassiopeia,Ashe,Thresh,"Taliyah, Gragas, Gangplank"
LCL,2016,Summer,Playoffs,NV,0,1,VEG,Ekko,Elise,Viktor,Jhin,Alistar,"Shen, TahmKench, Nidalee",Gangplank,Hecarim,Vladimir,Sivir,Taric,"Taliyah, Gragas, Bard"
LCL,2016,Summer,Playoffs,ANX,1,0,ROX,Gnar,Elise,Taliyah,Jhin,Taric,"Sivir, Hecarim, Gragas",Kennen,RekSai,Vladimir,Ashe,Braum,"Gangplank, Brand, Kassadin"
LCL,2016,Summer,Playoffs,ANX,1,0,ROX,Shen,RekSai,Viktor,Jhin,Bard,"Sivir, Hecarim, Gragas",Gnar,JarvanIV,Vladimir,Tristana,Taric,"Brand, Kassadin, Gangplank"
LCL,2016,Summer,Playoffs,ANX,1,0,ROX,Shen,RekSai,Kassadin,Lucian,Taric,"Sivir, Hecarim, Gragas",Gnar,Elise,Pantheon,Ashe,TahmKench,"Brand, Gangplank, Jhin"
LCL,2016,Summer,Playoffs,ANX,0,1,VEG,Gangplank,RekSai,Kassadin,Jhin,Taric,"Viktor, Hecarim, Sivir",Fiora,Nidalee,Vladimir,Ashe,TahmKench,"Bard, Taliyah, Gragas"
LCL,2016,Summer,Playoffs,ANX,0,1,VEG,Gnar,RekSai,Kassadin,Jhin,Taric,"Viktor, Sivir, TahmKench",Gangplank,Nidalee,Vladimir,Ashe,Janna,"Bard, Taliyah, Gragas"
LCL,2016,Summer,Playoffs,ANX,1,0,VEG,Gangplank,RekSai,Karma,Jhin,Brand,"Sivir, TahmKench, Nidalee",Fiora,Elise,Vladimir,Ashe,Thresh,"Bard, Taliyah, Gragas"
LCL,2016,Summer,Playoffs,ANX,1,0,VEG,Gnar,Gragas,Viktor,Jhin,Zyra,"Sivir, TahmKench, Nidalee",Gangplank,RekSai,Vladimir,Lucian,Taric,"Bard, Taliyah, Brand"
LCL,2016,Summer,Playoffs,ANX,1,0,VEG,Gangplank,Gragas,Viktor,Lucian,Trundle,"Sivir, TahmKench, Nidalee",Gnar,Hecarim,Vladimir,Jhin,Taric,"Bard, Taliyah, Brand"
LCL,2017,Spring,Season,GMB,0,1,NV,Singed,Khazix,Corki,Ashe,Braum,"Malzahar, Zyra, RekSai, Ekko, Kennen",Maokai,Elise,Jayce,Varus,Thresh,"Rengar, Leblanc, Camille, Ryze, Syndra"
LCL,2017,Spring,Season,VEG,1,0,ROX,Fiora,Khazix,Syndra,Varus,Lulu,"Shen, Malzahar, Zyra, Poppy, RekSai",Nautilus,Karma,Ryze,Ashe,Nami,"Rengar, Leblanc, Maokai, Thresh"
LCL,2017,Spring,Season,M19,1,0,JSA,Jayce,RekSai,Orianna,Varus,Malzahar,"Fiora, Cassiopeia, Corki, Ashe, Caitlyn",Nautilus,Ivern,Ryze,Jhin,Zyra,"Camille, Rengar, Leblanc, Khazix, Elise"
LCL,2017,Spring,Season,VP,0,1,VEG,Shen,Khazix,Orianna,Varus,TahmKench,"Ryze, Ivern, Zyra, Kennen, Jayce",Maokai,RekSai,Corki,Ashe,Malzahar,"Rengar, Camille, Leblanc, Taliyah, Cassiopeia"
LCL,2017,Spring,Season,GMB,1,0,M19,Poppy,Olaf,Orianna,Ezreal,Zyra,"Cassiopeia, Corki, Syndra, Taliyah, Jayce",Maokai,Camille,Malzahar,Varus,MissFortune,"Leblanc, Rengar, Ryze, Ashe, Khazix"
LCL,2017,Spring,Season,NV,0,1,VS,Nautilus,Olaf,Ekko,Varus,Malzahar,"Ryze, Khazix, Rengar, Zyra, LeeSin",Maokai,Nocturne,Syndra,Ashe,Lulu,"Camille, Leblanc, Jayce, Fiora, RekSai"
LCL,2017,Spring,Season,ROX,0,1,JSA,Poppy,Nautilus,Ryze,Varus,Malzahar,"Ivern, Zyra, Fiora, TahmKench, Karma",Shen,Rammus,Cassiopeia,Jhin,Nami,"Camille, Leblanc, Ashe, Maokai, Jayce"
LCL,2017,Spring,Season,VS,0,1,M19,Maokai,Warwick,Ryze,Varus,Karma,"Malzahar, Jayce, Zyra, Taric, Jhin",Shen,Khazix,Orianna,Ashe,Brand,"Leblanc, Rengar, Camille, LeeSin, Nocturne"
LCL,2017,Spring,Season,VP,1,0,ROX,Camille,Elise,Cassiopeia,Varus,TahmKench,"Ryze, Ivern, Shen, Poppy, Zyra",Riven,Khazix,Corki,Ashe,Braum,"Leblanc, Rengar, Jayce, Malzahar, MissFortune"
LCL,2017,Spring,Season,JSA,1,0,NV,Fiora,Nocturne,Orianna,Varus,Karma,"Jayce, Khazix, Ivern, Kennen, Elise",Rumble,RekSai,Ryze,Ashe,Zyra,"Leblanc, Camille, Rengar, MissFortune, Shen"
LCL,2017,Spring,Season,VEG,1,0,GMB,Camille,Ivern,Cassiopeia,Varus,Thresh,"Ryze, Zyra, Jhin, Khazix, Olaf",Shen,RekSai,Corki,Ashe,Lulu,"Leblanc, Rengar, Malzahar, Jayce, Maokai"
LCL,2017,Spring,Season,GMB,0,1,VS,Maokai,Graves,Orianna,Varus,Zyra,"Shen, Camille, Ashe, MissFortune, Malzahar",Fiora,RekSai,Ryze,Jhin,Karma,"Leblanc, Rengar, Khazix, Olaf, Jayce"
LCL,2017,Spring,Season,ROX,1,0,M19,Poppy,Ivern,Malzahar,Varus,Karma,"Zyra, Ryze, Shen, Maokai, Jayce",Nautilus,Khazix,Orianna,Ashe,Brand,"Leblanc, Rengar, Camille, Corki, Syndra"
LCL,2017,Spring,Season,VEG,0,1,NV,Maokai,Khazix,Viktor,Varus,Lulu,"Zyra, Jhin, Jayce, Thresh, Rumble",Shen,Ivern,Corki,Ashe,Bard,"Rengar, Camille, Leblanc, Fiora, Cassiopeia"
LCL,2017,Spring,Season,JSA,0,1,VP,Shen,Rengar,Orianna,Ezreal,Lulu,"Jayce, Khazix, Leblanc, Cassiopeia, TahmKench",Poppy,RekSai,Taliyah,Varus,Thresh,"Ivern, Camille, Zyra, Jhin, Karma"
LCL,2017,Spring,Season,VP,1,0,NV,Jayce,Elise,Taliyah,MissFortune,TahmKench,"Ivern, Zyra, Varus, Maokai, Rumble",Nautilus,Khazix,Katarina,Jhin,Malzahar,"Rengar, Leblanc, Camille, Lulu, Cassiopeia"
LCL,2017,Spring,Season,ROX,0,1,GMB,Yorick,Ivern,Corki,Caitlyn,Malzahar,"Ryze, Zyra, Jayce, MissFortune, Syndra",Shen,Olaf,Orianna,Varus,Karma,"Camille, Rengar, Leblanc, Jhin, Ashe"
LCL,2017,Spring,Season,VEG,1,0,M19,Fiora,Khazix,Orianna,MissFortune,Zyra,"Jayce, Bard, Shen, Corki",Poppy,Graves,Ryze,Varus,Malzahar,"Leblanc, Rengar, Ivern, Cassiopeia, Camille"
LCL,2017,Spring,Season,VS,1,0,JSA,Sion,RekSai,Cassiopeia,Varus,TahmKench,"Ivern, Fiora, Shen, Jhin, Ezreal",Jayce,Nocturne,Ryze,MissFortune,Zyra,"Camille, Leblanc, Rengar, Karma, Lulu"
LCL,2017,Spring,Season,JSA,1,0,GMB,Fiora,Sejuani,Orianna,Varus,Karma,"Ryze, Rengar, Leblanc, Corki, Syndra",Shen,Khazix,Viktor,Ezreal,Zyra,"Ivern, Camille, Jayce, MissFortune, Nocturne"
LCL,2017,Spring,Season,M19,1,0,VP,Shen,Khazix,Viktor,MissFortune,Zyra,"Jayce, Rengar, Camille, Fiora",Poppy,Graves,Cassiopeia,Varus,TahmKench,"Leblanc, Bard, Ryze, Orianna, Anivia"
LCL,2017,Spring,Season,NV,1,0,ROX,Rumble,Ivern,Corki,Ashe,Bard,"Ryze, Yorick, Rengar, Khazix, Graves",Shen,Elise,Syndra,Varus,Zyra,"Leblanc, Camille, Jayce, MissFortune, Karma"
LCL,2017,Spring,Season,VS,1,0,VEG,Camille,Graves,Ryze,Varus,Malzahar,"Ivern, Shen, MissFortune, TahmKench, Lulu",Fiora,Khazix,Syndra,Jhin,Karma,"Leblanc, Rengar, Zyra, Elise, Nocturne"
LCL,2017,Spring,Season,ROX,0,1,VS,Poppy,Graves,Azir,Varus,Karma,"Jayce, Ryze, Rengar, Thresh, Corki",Shen,Khazix,Cassiopeia,Jhin,Zyra,"Ivern, Leblanc, Camille, Yorick, Syndra"
LCL,2017,Spring,Season,JSA,0,1,VEG,Maokai,Sejuani,Orianna,Varus,Karma,"Rengar, Leblanc, Ivern, Corki, Syndra",Shen,Khazix,Ryze,Jhin,Malzahar,"Fiora, Camille, Jayce, Zyra, TahmKench"
LCL,2017,Spring,Season,GMB,0,1,VP,Poppy,LeeSin,Syndra,Varus,Karma,"Jayce, TahmKench, Shen, Thresh, Cassiopeia",Maokai,Khazix,Ryze,Jhin,Blitzcrank,"Leblanc, Camille, MissFortune, Rumble, Fiora"
LCL,2017,Spring,Season,M19,1,0,NV,Shen,Khazix,Viktor,Sivir,Bard,"Jayce, Jhin, Ivern, Ekko, Corki",Maokai,Graves,Azir,Ashe,Karma,"Leblanc, MissFortune, Varus, Zyra, Brand"
LCL,2017,Spring,Season,NV,0,1,VP,Renekton,Elise,Syndra,Varus,Lulu,"Graves, Shen, Khazix, LeeSin, Rengar",Camille,RekSai,Orianna,MissFortune,TahmKench,"Ivern, Leblanc, Jayce, Zyra, Bard"
LCL,2017,Spring,Season,JSA,1,0,M19,Camille,Hecarim,Corki,Jhin,Zyra,"Khazix, Graves, Leblanc, Poppy, Shen",Illaoi,Ivern,Ryze,MissFortune,Brand,"Jayce, Fiora, Varus, Karma, Rengar"
LCL,2017,Spring,Season,VS,1,0,GMB,Camille,Nocturne,Leblanc,Varus,Lulu,"Rumble, Olaf, Shen, Poppy, Maokai",Irelia,LeeSin,Kassadin,Sivir,Karma,"Jayce, Khazix, RekSai, Thresh, Graves"
LCL,2017,Spring,Season,ROX,0,1,VEG,Shen,Ivern,Corki,Draven,Karma,"Khazix, Ryze, Rengar, Fiora, Syndra",Gangplank,Graves,Cassiopeia,Jhin,Malzahar,"Camille, Varus, Leblanc, Caitlyn, MissFortune"
LCL,2017,Spring,Season,VP,1,0,JSA,Nautilus,Graves,Syndra,Sivir,Karma,"Fiora, Shen, Jayce, Orianna, Ryze",Poppy,Ivern,Viktor,MissFortune,Zyra,"Leblanc, Varus, Camille, TahmKench, Blitzcrank"
LCL,2017,Spring,Season,GMB,1,0,VEG,Rumble,Rengar,Leblanc,Varus,TahmKench,"Camille, Ivern, Graves, Jhin, MissFortune",Shen,Khazix,Ryze,Sivir,Malzahar,"Elise, Jayce, Olaf, Zyra, Lulu"
LCL,2017,Spring,Season,VS,1,0,ROX,Gragas,Rengar,Ahri,Sivir,Lulu,"Ivern, Yorick, Shen, Caitlyn, Poppy",Maokai,Graves,Syndra,Ashe,Karma,"Leblanc, Varus, Camille, Jayce, Ryze"
LCL,2017,Spring,Season,NV,0,1,M19,Camille,Elise,Ryze,Sivir,Lulu,"Graves, Shen, Rengar, Bard, Syndra",Poppy,Khazix,Anivia,Jhin,MissFortune,"Jayce, Varus, Leblanc, Malzahar, Ekko"
